id,item,true,pred,cause,evidence_location,owner,note
PPS-DEV-102,v17,0,1,,,,미분류
PPS-DEV-104,v9,0,1,,,,미분류
PPS-DEV-104,v18,0,1,,,,미분류
PPS-DEV-106,v18,0,1,,,,미분류
PPS-DEV-107,v17,0,1,,,,미분류
PPS-DEV-107,v18,0,1,,,,미분류
PPS-DEV-108,v9,0,1,,,,미분류
PPS-DEV-108,v18,0,1,,,,미분류
PPS-DEV-109,v24,0,1,,,,미분류
PPS-DEV-11,v5,0,1,,,,미분류
PPS-DEV-11,v21,0,1,,,,미분류
PPS-DEV-11,v24,0,1,,,,미분류
PPS-DEV-110,v16,0,1,,,,미분류
PPS-DEV-112,v3,0,1,,,,미분류
PPS-DEV-112,v17,0,1,,,,미분류
PPS-DEV-112,v19,0,1,,,,미분류
PPS-DEV-116,v19,0,1,,,,미분류
PPS-DEV-117,v19,0,1,,,,미분류
PPS-DEV-121,v21,0,1,,,,미분류
PPS-DEV-122,v13,0,1,,,,미분류
PPS-DEV-122,v17,0,1,,,,미분류
PPS-DEV-122,v18,0,1,,,,미분류
PPS-DEV-122,v24,0,1,,,,미분류
PPS-DEV-123,v24,0,1,,,,미분류
PPS-DEV-124,v17,0,1,,,,미분류
PPS-DEV-125,v17,0,1,,,,미분류
PPS-DEV-126,v18,0,1,,,,미분류
PPS-DEV-127,v3,0,1,,,,미분류
PPS-DEV-127,v21,0,1,,,,미분류
PPS-DEV-128,v9,0,1,,,,미분류
PPS-DEV-129,v17,0,1,,,,미분류
PPS-DEV-129,v18,0,1,,,,미분류
PPS-DEV-13,v10,1,0,,,,미분류
PPS-DEV-13,v21,0,1,,,,미분류
PPS-DEV-130,v9,0,1,,,,미분류
PPS-DEV-130,v18,0,1,,,,미분류
PPS-DEV-131,v20,1,0,,,,미분류
PPS-DEV-132,v19,0,1,,,,미분류
PPS-DEV-132,v20,1,0,,,,미분류
PPS-DEV-133,v4,0,1,,,,미분류
PPS-DEV-133,v20,1,0,,,,미분류
PPS-DEV-134,v20,1,0,,,,미분류
PPS-DEV-135,v18,0,1,,,,미분류
PPS-DEV-135,v22,1,0,,,,미분류
PPS-DEV-136,v9,0,1,,,,미분류
PPS-DEV-136,v17,0,1,,,,미분류
PPS-DEV-137,v17,0,1,,,,미분류
PPS-DEV-139,v23,1,0,,,,미분류
PPS-DEV-14,v16,0,1,,,,미분류
PPS-DEV-141,v21,0,1,,,,미분류
PPS-DEV-141,v23,1,0,,,,미분류
PPS-DEV-142,v17,0,1,,,,미분류
PPS-DEV-143,v11,0,1,,,,미분류
PPS-DEV-143,v21,0,1,,,,미분류
PPS-DEV-144,v6,0,1,,,,미분류
PPS-DEV-144,v24,0,1,,,,미분류
PPS-DEV-148,v9,0,1,,,,미분류
PPS-DEV-148,v13,0,1,,,,미분류
PPS-DEV-148,v17,0,1,,,,미분류
PPS-DEV-148,v18,0,1,,,,미분류
PPS-DEV-15,v18,0,1,,,,미분류
PPS-DEV-15,v24,0,1,,,,미분류
PPS-DEV-152,v1,0,1,,,,미분류
PPS-DEV-152,v17,0,1,,,,미분류
PPS-DEV-152,v18,0,1,,,,미분류
PPS-DEV-152,v19,0,1,,,,미분류
PPS-DEV-153,v17,0,1,,,,미분류
PPS-DEV-153,v21,0,1,,,,미분류
PPS-DEV-153,v24,0,1,,,,미분류
PPS-DEV-155,v11,0,1,,,,미분류
PPS-DEV-155,v16,0,1,,,,미분류
PPS-DEV-156,v9,0,1,,,,미분류
PPS-DEV-156,v24,0,1,,,,미분류
PPS-DEV-16,v13,1,0,,,,미분류
PPS-DEV-16,v16,0,1,,,,미분류
PPS-DEV-160,v19,0,1,,,,미분류
PPS-DEV-161,v17,0,1,,,,미분류
PPS-DEV-162,v9,0,1,,,,미분류
PPS-DEV-162,v19,0,1,,,,미분류
PPS-DEV-166,v17,0,1,,,,미분류
PPS-DEV-167,v17,0,1,,,,미분류
PPS-DEV-169,v19,0,1,,,,미분류
PPS-DEV-169,v24,0,1,,,,미분류
PPS-DEV-17,v14,1,0,,,,미분류
PPS-DEV-17,v17,0,1,,,,미분류
PPS-DEV-170,v3,0,1,,,,미분류
PPS-DEV-172,v17,0,1,,,,미분류
PPS-DEV-173,v17,0,1,,,,미분류
PPS-DEV-173,v18,0,1,,,,미분류
PPS-DEV-174,v18,0,1,,,,미분류
PPS-DEV-175,v18,0,1,,,,미분류
PPS-DEV-176,v9,0,1,,,,미분류
PPS-DEV-176,v24,0,1,,,,미분류
PPS-DEV-18,v15,1,0,,,,미분류
PPS-DEV-18,v16,0,1,,,,미분류
PPS-DEV-180,v9,0,1,,,,미분류
PPS-DEV-180,v18,0,1,,,,미분류
PPS-DEV-183,v18,0,1,,,,미분류
PPS-DEV-187,v6,0,1,,,,미분류
PPS-DEV-188,v17,0,1,,,,미분류
PPS-DEV-188,v21,0,1,,,,미분류
PPS-DEV-189,v18,0,1,,,,미분류
PPS-DEV-19,v15,1,0,,,,미분류
PPS-DEV-19,v16,0,1,,,,미분류
PPS-DEV-190,v16,0,1,,,,미분류
PPS-DEV-190,v19,0,1,,,,미분류
PPS-DEV-191,v22,0,1,,,,미분류
PPS-DEV-191,v24,0,1,,,,미분류
PPS-DEV-192,v17,0,1,,,,미분류
PPS-DEV-192,v24,0,1,,,,미분류
PPS-DEV-193,v13,0,1,,,,미분류
PPS-DEV-193,v17,0,1,,,,미분류
PPS-DEV-193,v18,0,1,,,,미분류
PPS-DEV-194,v17,0,1,,,,미분류
PPS-DEV-194,v18,0,1,,,,미분류
PPS-DEV-195,v24,0,1,,,,미분류
PPS-DEV-20,v16,1,0,,,,미분류
PPS-DEV-200,v18,0,1,,,,미분류
PPS-DEV-21,v17,1,0,,,,미분류
PPS-DEV-22,v18,1,0,,,,미분류
PPS-DEV-23,v4,0,1,,,,미분류
PPS-DEV-23,v16,0,1,,,,미분류
PPS-DEV-24,v20,1,0,,,,미분류
PPS-DEV-25,v3,0,1,,,,미분류
PPS-DEV-26,v17,0,1,,,,미분류
PPS-DEV-27,v23,1,0,,,,미분류
PPS-DEV-28,v23,1,0,,,,미분류
PPS-DEV-28,v24,0,1,,,,미분류
PPS-DEV-29,v24,1,0,,,,미분류
PPS-DEV-32,v16,0,1,,,,미분류
